county,county_name,exposure_grp_mem_county,exposure_grp_mem_high_county,bias_grp_mem_county,bias_grp_mem_high_county
18049,"Fulton, Indiana",0.95258999,1.02912,0.10527,-0.19228999
18051,"Gibson, Indiana",0.98295999,1.08383,0.055920001,-0.19374
18053,"Grant, Indiana",0.72308999,0.96265,0.14578,-0.24073
18055,"Greene, Indiana",0.93892002,1.03299,0.030169999,-0.22876
18057,"Hamilton, Indiana",1.22855,1.4028,0.0014,-0.13649
18059,"Hancock, Indiana",1.10298,1.2417099,0.00986,-0.17813
18061,"Harrison, Indiana",0.98018998,1.07468,0.02998,-0.20367999
18063,"Hendricks, Indiana",1.1165,1.28212,-0.00284,-0.14822
18065,"Henry, Indiana",0.83219999,0.96754998,0.082829997,-0.21415
18067,"Howard, Indiana",0.83174002,0.98860002,0.076059997,-0.26344001
18069,"Huntington, Indiana",0.94622999,1.0762399,0.12121,-0.20017
18071,"Jackson, Indiana",0.84245998,0.98228002,0.15125,-0.27353001
18073,"Jasper, Indiana",1.0108401,1.10507,0.064549997,-0.18226001
18075,"Jay, Indiana",0.77543998,0.88494998,0.086570002,-0.27928999
18077,"Jefferson, Indiana",0.89577001,0.99883002,0.077529997,-0.27028
18079,"Jennings, Indiana",0.81931001,0.90415001,0.091049999,-0.27118999
18081,"Johnson, Indiana",1.0600801,1.21426,0.05415,-0.17614
18083,"Knox, Indiana",0.86036003,0.96447998,0.091109999,-0.28001001
18085,"Kosciusko, Indiana",0.99738997,1.13402,0.10751,-0.19237
18087,"LaGrange, Indiana",1.03562,1.12213,0.060619999,-0.16449
18089,"Lake, Indiana",0.80321002,1.1517,0.019640001,-0.14851999
18091,"LaPorte, Indiana",0.78666002,0.96052998,0.12229,-0.21596999
18093,"Lawrence, Indiana",0.88731998,0.98970002,0.10552,-0.22849
18095,"Madison, Indiana",0.79061002,1.0519,0.10547,-0.1877
18097,"Marion, Indiana",0.79264998,1.22577,0.11864,-0.12517001
18099,"Marshall, Indiana",0.95042002,1.06516,0.09341,-0.20006999
18101,"Martin, Indiana",0.96594,1.04843,0.0032,-0.22226
18103,"Miami, Indiana",0.75221997,0.89822,0.064690001,-0.21288
18105,"Monroe, Indiana",1.0719,1.26807,0.042640001,-0.15552001
18107,"Montgomery, Indiana",0.96236998,1.06918,0.10105,-0.20367
18109,"Morgan, Indiana",1.01732,1.11358,0.054949999,-0.18784
18111,"Newton, Indiana",1.0123399,1.09303,0.098959997,-0.15119
18113,"Noble, Indiana",0.9375,1.04717,0.11211,-0.19109
18115,"Ohio, Indiana",1.1071399,1.1626,0.01691,-0.16028
18117,"Orange, Indiana",0.83056003,0.93149,0.036320001,-0.24763
18119,"Owen, Indiana",0.85474998,0.97803003,0.03345,-0.20116
18121,"Parke, Indiana",0.90908998,1.00656,0.041820001,-0.22168
18123,"Perry, Indiana",0.94994998,1.02909,0.02361,-0.23187
18125,"Pike, Indiana",1.0960701,1.14271,0.085129999,-0.15962
18127,"Porter, Indiana",1.03614,1.1911401,0.066919997,-0.15215001
18129,"Posey, Indiana",1.043,1.15119,0.086800002,-0.18917
18131,"Pulaski, Indiana",0.91434997,1.02644,0.05415,-0.19933
18133,"Putnam, Indiana",1.01406,1.11216,0.046799999,-0.18672
18135,"Randolph, Indiana",0.81699997,0.93309999,0.044939999,-0.22803
18137,"Ripley, Indiana",1.08657,1.19761,0.037629999,-0.17389999
18139,"Rush, Indiana",0.96129,1.05471,0.066440001,-0.19518
18141,"St. Joseph, Indiana",0.87979001,1.17653,0.12163,-0.18591
18143,"Scott, Indiana",0.77737999,0.88647002,0.039969999,-0.27643001
18145,"Shelby, Indiana",1.0090899,1.10443,0.10083,-0.18877
18147,"Spencer, Indiana",1.09935,1.18613,0.065279998,-0.16027001
18149,"Starke, Indiana",0.86689001,0.94020998,0.01812,-0.21974
18151,"Steuben, Indiana",0.93298,1.0536799,0.098980002,-0.18110999
18153,"Sullivan, Indiana",0.92711002,1.00664,0.046909999,-0.24327999
18155,"Switzerland, Indiana",0.94191998,1.00814,0.020409999,-0.21227001
18157,"Tippecanoe, Indiana",0.98825997,1.20365,0.066979997,-0.17195
18159,"Tipton, Indiana",1.0419199,1.14039,0.05201,-0.18013
18161,"Union, Indiana",0.89052999,0.98210001,-0.01108,-0.2359
18163,"Vanderburgh, Indiana",0.90061998,1.13194,0.11441,-0.18335
18165,"Vermillion, Indiana",0.81159002,0.91223001,0.038369998,-0.25009999
18167,"Vigo, Indiana",0.87340999,1.03611,0.10473,-0.23943
18169,"Wabash, Indiana",0.83958,0.98106998,0.088830002,-0.24303
18171,"Warren, Indiana",1.00282,1.0658,0.029680001,-0.18573999
18173,"Warrick, Indiana",1.10444,1.22114,0.03407,-0.1732
18175,"Washington, Indiana",0.83789003,0.92808002,0.020190001,-0.25448
18177,"Wayne, Indiana",0.71429998,0.87734002,0.11824,-0.25926
18179,"Wells, Indiana",0.93333,1.06767,0.048930001,-0.21501
18181,"White, Indiana",0.94331998,1.09543,0.079719998,-0.17837
18183,"Whitley, Indiana",1.0741301,1.15283,0.051619999,-0.16923
19001,"Adair, Iowa",1.0901099,1.22065,0.03046,-0.13856
19003,"Adams, Iowa",1.0562299,1.17936,0.038589999,-0.17062999
19005,"Allamakee, Iowa",1.08946,1.25255,0.036350001,-0.14969
19007,"Appanoose, Iowa",0.82334,0.98653001,0.067419998,-0.18579
19009,"Audubon, Iowa",1.14121,1.27545,0.00981,-0.15854999
19011,"Benton, Iowa",1.25784,1.36032,0.026310001,-0.13132
19013,"Black Hawk, Iowa",1.04189,1.33313,0.13172001,-0.14331999
19015,"Boone, Iowa",1.2215199,1.3280801,0.045120001,-0.13822
19017,"Bremer, Iowa",1.31091,1.4118201,-0.00218,-0.11454
19019,"Buchanan, Iowa",1.21656,1.33119,0.02124,-0.13491
19021,"Buena Vista, Iowa",0.79984999,1.1805201,0.21053,-0.18521
19023,"Butler, Iowa",1.2333601,1.34869,-0.00031,-0.1083
19025,"Calhoun, Iowa",1.15886,1.2821701,0.00658,-0.13066
19027,"Carroll, Iowa",1.24485,1.36803,0.018230001,-0.13993999
19029,"Cass, Iowa",1.00463,1.17796,0.090240002,-0.17611
19031,"Cedar, Iowa",1.25214,1.36177,0.01233,-0.12252
19033,"Cerro Gordo, Iowa",1.03044,1.20858,0.09674,-0.16976
19035,"Cherokee, Iowa",1.17544,1.30581,0.00536,-0.13854
19037,"Chickasaw, Iowa",1.27306,1.36202,0.04338,-0.11572
19039,"Clarke, Iowa",0.95252001,1.11123,0.07305,-0.18430001
19041,"Clay, Iowa",1.1178401,1.25413,0.094439998,-0.14889
19043,"Clayton, Iowa",1.20862,1.30152,0.00511,-0.12852
19045,"Clinton, Iowa",0.94279999,1.1119601,0.091509998,-0.19176
19047,"Crawford, Iowa",0.91623002,1.21646,0.14105,-0.16314
19049,"Dallas, Iowa",1.2759,1.46503,0.046179999,-0.13149001
19051,"Davis, Iowa",1.04377,1.12216,-0.01039,-0.19076
19053,"Decatur, Iowa",1.03688,1.15905,-0.02935,-0.16520999
19055,"Delaware, Iowa",1.26153,1.36288,0.060910001,-0.11581
19057,"Des Moines, Iowa",0.88132,1.03879,0.084990002,-0.24123999
19059,"Dickinson, Iowa",1.2037801,1.33705,0.02789,-0.13536
19061,"Dubuque, Iowa",1.14685,1.33383,0.088650003,-0.14529
19063,"Emmet, Iowa",0.93589997,1.10432,0.063950002,-0.17693
19065,"Fayette, Iowa",1.08428,1.2455601,0.047290001,-0.12969001
19067,"Floyd, Iowa",0.98075002,1.15844,0.05638,-0.19152001
19069,"Franklin, Iowa",0.98207003,1.20158,0.11569,-0.17318
19071,"Fremont, Iowa",1.12921,1.23385,0.02637,-0.14386
19073,"Greene, Iowa",1.11972,1.25219,0.04211,-0.14831001
19075,"Grundy, Iowa",1.31613,1.43785,-0.0026,-0.11194
19077,"Guthrie, Iowa",1.18797,1.32585,0.0111,-0.13410001
19079,"Hamilton, Iowa",1.0204,1.2420501,0.10814,-0.16478001
19081,"Hancock, Iowa",1.17348,1.29198,0.0253,-0.14644
19083,"Hardin, Iowa",1.12499,1.27958,0.042649999,-0.14543
19085,"Harrison, Iowa",1.17548,1.2863801,0.02386,-0.14079
19087,"Henry, Iowa",1.0486,1.1804399,0.058060002,-0.16626
19089,"Howard, Iowa",1.19169,1.28396,0.044039998,-0.11929
19091,"Humboldt, Iowa",1.17966,1.3033201,0.043269999,-0.15073
19093,"Ida, Iowa",1.13837,1.28845,0.0154,-0.14204
19095,"Iowa, Iowa",1.25404,1.39089,0.00064,-0.1279
19097,"Jackson, Iowa",1.06383,1.21446,0.045809999,-0.17259
19099,"Jasper, Iowa",1.0943,1.23604,0.063770004,-0.15113001
19101,"Jefferson, Iowa",0.84419,0.98259002,0.00996,-0.1873
19103,"Johnson, Iowa",1.2679501,1.44994,0.087650001,-0.11592
19105,"Jones, Iowa",1.1906101,1.3138601,0.038509998,-0.13729
19107,"Keokuk, Iowa",1.15424,1.25766,0.02355,-0.13506
19109,"Kossuth, Iowa",1.1331,1.28027,0.034790002,-0.14176001
19111,"Lee, Iowa",0.85481,1.0091701,0.081649996,-0.23041999
19113,"Linn, Iowa",1.18875,1.3722399,0.095239997,-0.14477
19115,"Louisa, Iowa",1.01913,1.1760401,0.063770004,-0.18540999
19117,"Lucas, Iowa",0.99352002,1.08163,0.023569999,-0.197
19119,"Lyon, Iowa",1.3766201,1.4658099,0.00843,-0.096840002
19121,"Madison, Iowa",1.2460901,1.35177,-0.00541,-0.12701
19123,"Mahaska, Iowa",1.04979,1.16443,0.07525,-0.18943
19125,"Marion, Iowa",1.14327,1.31266,0.034230001,-0.14002
19127,"Marshall, Iowa",0.88208002,1.10897,0.17158,-0.22161999
19129,"Mills, Iowa",1.16278,1.2620699,0.00669,-0.16287
19131,"Mitchell, Iowa",1.18739,1.28843,0.0208,-0.13850001
19133,"Monona, Iowa",1.01141,1.20095,0.00932,-0.13861001
19135,"Monroe, Iowa",1.1452399,1.22103,0.045620002,-0.1587
19137,"Montgomery, Iowa",0.92218,1.09551,0.044210002,-0.18257999
19139,"Muscatine, Iowa",0.98431998,1.1274199,0.14624,-0.20268001
19141,"O'Brien, Iowa",1.20355,1.33964,0.022369999,-0.12684999
19143,"Osceola, Iowa",1.18554,1.34238,0.06786,-0.14545999
19145,"Page, Iowa",1.01086,1.14678,0.03483,-0.18558
19147,"Palo Alto, Iowa",1.17748,1.29216,0.01134,-0.13294999
19149,"Plymouth, Iowa",1.21658,1.35343,0.013,-0.14839
19151,"Pocahontas, Iowa",1.15163,1.31994,0.063349999,-0.13657001
19153,"Polk, Iowa",1.09937,1.4018199,0.07282,-0.14262
19155,"Pottawattamie, Iowa",1.02645,1.24467,0.13161001,-0.16515
19157,"Poweshiek, Iowa",1.1486,1.28221,0.070969999,-0.15064
19159,"Ringgold, Iowa",1.16276,1.23488,-0.01466,-0.15301999
19161,"Sac, Iowa",1.06118,1.2771,0.083769999,-0.14866
19163,"Scott, Iowa",1.03389,1.26825,0.14916,-0.16866
19165,"Shelby, Iowa",1.18835,1.31458,0.037999999,-0.14451
19167,"Sioux, Iowa",1.27747,1.47856,0.10947,-0.10756
19169,"Story, Iowa",1.3250901,1.44847,0.03954,-0.11385
19171,"Tama, Iowa",1.01965,1.2406,0.04496,-0.14390001
19173,"Taylor, Iowa",1.09772,1.2554801,0.0341,-0.15710001
19175,"Union, Iowa",0.97977,1.1059901,0.084449999,-0.19873001
19177,"Van Buren, Iowa",0.96745002,1.08016,0.02259,-0.14760999
19179,"Wapello, Iowa",0.81484002,0.96526003,0.11877,-0.26368001
19181,"Warren, Iowa",1.25646,1.3801399,0.024150001,-0.1415
19183,"Washington, Iowa",1.14861,1.29989,0.03923,-0.14399
19185,"Wayne, Iowa",0.92593002,1.04805,-0.02248,-0.15949
19187,"Webster, Iowa",0.98408002,1.135,0.11814,-0.21275
19189,"Winnebago, Iowa",1.13895,1.28341,0.047669999,-0.14997999
19191,"Winneshiek, Iowa",1.31721,1.40544,0.00479,-0.12833001
19193,"Woodbury, Iowa",1.01705,1.25989,0.11909,-0.15474001
19195,"Worth, Iowa",1.17049,1.2716399,0.03215,-0.1427
19197,"Wright, Iowa",0.97702998,1.20241,0.12617999,-0.16506
20001,"Allen, Kansas",0.83961999,0.97746998,0.089270003,-0.24582
20003,"Anderson, Kansas",0.97671998,1.0743901,-0.00422,-0.18576001
20005,"Atchison, Kansas",0.93592,1.10664,0.05827,-0.21178
20007,"Barber, Kansas",1.15239,1.24437,0.00052,-0.15514
20009,"Barton, Kansas",0.898,1.04283,0.081670001,-0.2385
20011,"Bourbon, Kansas",0.7755,0.89245999,0.033939999,-0.30283999
20013,"Brown, Kansas",0.96986002,1.13616,0.044810001,-0.24135999
20015,"Butler, Kansas",1.0824,1.23959,0.032370001,-0.18974
20017,"Chase, Kansas",1.04407,1.19803,-0.01263,-0.16068999
20019,"Chautauqua, Kansas",0.84259999,0.97759998,0.02565,-0.17732
20021,"Cherokee, Kansas",0.85017002,0.99304998,-0.00694,-0.23401
20023,"Cheyenne, Kansas",1.14496,1.24663,0.00305,-0.14576
20025,"Clark, Kansas",1.04019,1.15988,-0.10809,-0.21897
20027,"Clay, Kansas",1.02565,1.15418,0.02055,-0.18635
20029,"Cloud, Kansas",0.95283997,1.07113,0.03317,-0.18328001
20031,"Coffey, Kansas",1.07844,1.21127,-0.00122,-0.16012999
20033,"Comanche, Kansas",1.07013,1.1812201,-0.077009998,-0.13883001
20035,"Cowley, Kansas",0.89096999,1.01587,0.082970001,-0.25746
20037,"Crawford, Kansas",0.94844002,1.1265399,0.084799998,-0.2182
20039,"Decatur, Kansas",0.93721998,1.04023,0.01526,-0.18949001
20041,"Dickinson, Kansas",0.96144998,1.0893,0.00447,-0.19113
20043,"Doniphan, Kansas",1.06057,1.2005301,-0.03531,-0.19848
20045,"Douglas, Kansas",1.1874501,1.35899,0.04448,-0.12795
20047,"Edwards, Kansas",1.0419199,1.18346,0.00501,-0.14679
20049,"Elk, Kansas",0.90816998,1.0266401,-0.037519999,-0.17926
20051,"Ellis, Kansas",1.09743,1.16168,0.016450001,-0.19171999
20053,"Ellsworth, Kansas",1.07055,1.19135,0.018340001,-0.17457999
20055,"Finney, Kansas",0.95091999,1.0695601,0.16858999,-0.21303
20057,"Ford, Kansas",0.91491997,1.0649101,0.20443,-0.22558001
20059,"Franklin, Kansas",1.03978,1.16919,0.041230001,-0.16358
20061,"Geary, Kansas",0.97452998,1.09824,0.064089999,-0.11363
20063,"Gove, Kansas",0.98136997,1.05762,-0.064609997,-0.14508
20065,"Graham, Kansas",0.90100002,1.03234,-0.063210003,-0.18406001
20067,"Grant, Kansas",0.81386,0.96890002,0.10396,-0.27663001
20069,"Gray, Kansas",1.11383,1.23964,-0.06078,-0.16203
20071,"Greeley, Kansas",,,,
20073,"Greenwood, Kansas",0.89674002,1.069,-0.052439999,-0.18759
20075,"Hamilton, Kansas",0.70804,0.97979999,0.13192999,-0.23844001
20077,"Harper, Kansas",0.91676998,1.05469,0.01891,-0.222
20079,"Harvey, Kansas",1.0515,1.2252899,0.091229998,-0.18278
20081,"Haskell, Kansas",0.99659002,1.14405,-0.00099,-0.19559
20083,"Hodgeman, Kansas",1.10896,1.21185,-0.075879999,-0.16971
20085,"Jackson, Kansas",1.1784,1.2791899,0.0147,-0.17046
20087,"Jefferson, Kansas",1.1795501,1.27698,-0.02995,-0.13527
20089,"Jewell, Kansas",0.93857998,1.0771199,-0.037950002,-0.17043
20091,"Johnson, Kansas",1.24104,1.4702801,0.03418,-0.11335
20093,"Kearny, Kansas",1.08,1.18411,0.093740001,-0.17636999
20095,"Kingman, Kansas",1.13671,1.2427,0.037610002,-0.14533
20097,"Kiowa, Kansas",1.17265,1.28637,-0.025939999,-0.12045
20099,"Labette, Kansas",0.80763,0.95175999,0.05455,-0.26572001
20101,"Lane, Kansas",0.97820997,1.13217,-0.057050001,-0.20901
20103,"Leavenworth, Kansas",1.08494,1.27119,0.05483,-0.15939
20105,"Lincoln, Kansas",1.0275,1.14615,-0.00515,-0.15274
20107,"Linn, Kansas",1.02505,1.14662,-0.021090001,-0.17316
20109,"Logan, Kansas",1.01785,1.14279,0.01555,-0.16087
20111,"Lyon, Kansas",0.90676999,1.0813299,0.093000002,-0.22978
20113,"McPherson, Kansas",1.14535,1.25439,0.02998,-0.17043
20115,"Marion, Kansas",1.11386,1.26951,0.00352,-0.15361001
20117,"Marshall, Kansas",1.12679,1.29115,0.0372,-0.13811
20119,"Meade, Kansas",1.0153199,1.19998,-0.02507,-0.16441
20121,"Miami, Kansas",1.23798,1.34516,0.037980001,-0.13211
20123,"Mitchell, Kansas",1.05558,1.1649899,-0.03238,-0.17784999
20125,"Montgomery, Kansas",0.85395998,0.99090999,0.096950002,-0.24086
20127,"Morris, Kansas",1.0113699,1.15598,-0.01262,-0.18842
20129,"Morton, Kansas",0.78996998,0.93110001,-0.04228,-0.21292
20131,"Nemaha, Kansas",1.22416,1.38362,0.02087,-0.12684999
20133,"Neosho, Kansas",0.77043998,0.92074001,0.036200002,-0.26675001
20135,"Ness, Kansas",1.0465699,1.16237,0.02399,-0.1523
20137,"Norton, Kansas",0.98115999,1.0892,-0.01106,-0.1626
20139,"Osage, Kansas",1.0892299,1.19499,0.01,-0.14602
20141,"Osborne, Kansas",1.06944,1.19221,-0.017309999,-0.15966
20143,"Ottawa, Kansas",1.11026,1.22133,-0.00375,-0.13808
20145,"Pawnee, Kansas",0.98461002,1.09947,0.042610001,-0.18430001
20147,"Phillips, Kansas",1.02938,1.1716501,-0.022089999,-0.13685
20149,"Pottawatomie, Kansas",1.17216,1.30414,0.033750001,-0.13658001
20151,"Pratt, Kansas",1.06932,1.1878099,0.086580001,-0.19715001
20153,"Rawlins, Kansas",1.12263,1.21086,0.01239,-0.15978999
20155,"Reno, Kansas",0.94174999,1.14355,0.04755,-0.20028
20157,"Republic, Kansas",1.0458601,1.21139,-0.02472,-0.15383001
20159,"Rice, Kansas",1.04928,1.22754,0.050349999,-0.16083001
20161,"Riley, Kansas",1.15584,1.32699,0.02083,-0.15755001
20163,"Rooks, Kansas",1.04799,1.14713,0.00545,-0.12472
20165,"Rush, Kansas",1.1252199,1.1855201,-0.017580001,-0.14618
20167,"Russell, Kansas",1.12501,1.22993,0.053070001,-0.16789
20169,"Saline, Kansas",0.90810001,1.07846,0.11026,-0.24321
20171,"Scott, Kansas",1.18268,1.2743,0.11119,-0.16238999
20173,"Sedgwick, Kansas",0.96332002,1.25328,0.098379999,-0.16413
20175,"Seward, Kansas",0.83126998,0.94932002,0.15805,-0.21793
20177,"Shawnee, Kansas",1.0328701,1.26861,0.094800003,-0.16877
20179,"Sheridan, Kansas",1.11788,1.2076,-0.024599999,-0.13265
20181,"Sherman, Kansas",0.91722,1.03274,-0.00824,-0.23894
20183,"Smith, Kansas",0.95403999,1.0835201,-0.022050001,-0.14578
20185,"Stafford, Kansas",1.0064,1.18156,0.047559999,-0.16328999
20187,"Stanton, Kansas",1.00791,1.14809,0.046390001,-0.16265
20189,"Stevens, Kansas",0.83876997,1.00169,0.061870001,-0.29238001
20191,"Sumner, Kansas",1.0260201,1.14615,0.02753,-0.18623
20193,"Thomas, Kansas",1.08657,1.17874,0.019509999,-0.18121
20195,"Trego, Kansas",1.13424,1.2249399,0.023150001,-0.18111999
20197,"Wabaunsee, Kansas",1.22378,1.31828,-0.02476,-0.12104
20199,"Wallace, Kansas",1.2406,1.30212,-0.05342,-0.13589001
20201,"Washington, Kansas",1.1251301,1.2961299,-0.056540001,-0.12961
20203,"Wichita, Kansas",1.06371,1.22008,0.1433,-0.21751
20205,"Wilson, Kansas",0.84693998,0.96161997,0.03503,-0.25529
20207,"Woodson, Kansas",0.89666998,1.0132101,-0.026350001,-0.21235999
20209,"Wyandotte, Kansas",0.74989998,1.19881,0.079470001,-0.15277
21001,"Adair, Kentucky",0.88591999,0.95129001,0.031909999,-0.2104
21003,"Allen, Kentucky",0.87883002,0.99326003,0.075829998,-0.19125
21005,"Anderson, Kentucky",1.12114,1.1666,0.03771,-0.16562
21007,"Ballard, Kentucky",1.1134501,1.17309,0.04679,-0.15248001
21009,"Barren, Kentucky",0.81659001,0.94038999,0.0614,-0.22175001
21011,"Bath, Kentucky",0.94968998,1.02661,0.040029999,-0.16866
21013,"Bell, Kentucky",0.44848001,0.59148997,0.061039999,-0.14899001
21015,"Boone, Kentucky",1.02914,1.28815,0.049940001,-0.13839
21017,"Bourbon, Kentucky",1.08559,1.1555001,0.10239,-0.16029
21019,"Boyd, Kentucky",0.93923998,1.02345,0.057939999,-0.20316
21021,"Boyle, Kentucky",0.99577999,1.1165299,0.091669999,-0.17601
21023,"Bracken, Kentucky",1.14705,1.1815799,0.044020001,-0.10162
21025,"Breathitt, Kentucky",0.64376003,0.71947998,0.01397,-0.26256001
21027,"Breckinridge, Kentucky",1.09471,1.13934,0.03021,-0.10686
21029,"Bullitt, Kentucky",1.16012,1.23192,0.064659998,-0.14263999
21031,"Butler, Kentucky",0.97448999,1.04331,0.066600002,-0.16579001
21033,"Caldwell, Kentucky",1.02981,1.08224,0.01276,-0.18445
21035,"Calloway, Kentucky",1.0642101,1.19046,0.042380001,-0.18813001
21037,"Campbell, Kentucky",1.13436,1.35905,0.046119999,-0.11956
21039,"Carlisle, Kentucky",1.13773,1.2200201,0.0524,-0.15573999
21041,"Carroll, Kentucky",0.95361,1.02161,0.091410004,-0.16103999
21043,"Carter, Kentucky",0.79572999,0.87292999,0.037269998,-0.21329001
21045,"Casey, Kentucky",0.70003998,0.78290999,-0.00879,-0.28209001
21047,"Christian, Kentucky",0.83559,0.95367002,0.10441,-0.20748
21049,"Clark, Kentucky",1.02154,1.10243,0.11285,-0.17556
21051,"Clay, Kentucky",0.52280003,0.61793,0.080449998,-0.32594001
21053,"Clinton, Kentucky",0.55480999,0.63275999,-0.04586,-0.34926999
21055,"Crittenden, Kentucky",1.00542,1.05634,0.057289999,-0.14115
21057,"Cumberland, Kentucky",0.79149002,0.87145001,-0.02981,-0.22003999
21059,"Daviess, Kentucky",1.0292701,1.13007,0.076219998,-0.16511001
21061,"Edmonson, Kentucky",1.0091799,1.06252,-0.00998,-0.13996001
21063,"Elliott, Kentucky",0.79799998,0.85982001,0.01127,-0.18963
21065,"Estill, Kentucky",0.77472001,0.85355997,0.04346,-0.21321
21067,"Fayette, Kentucky",1.04076,1.29684,0.1044,-0.15278
21069,"Fleming, Kentucky",1.0498199,1.09826,0.039250001,-0.16418999
21071,"Floyd, Kentucky",0.69888997,0.78100002,0.00531,-0.19474
21073,"Franklin, Kentucky",1.0173301,1.1092,0.10805,-0.17917
21075,"Fulton, Kentucky",0.74001002,0.88405001,0.078220002,-0.23537
21077,"Gallatin, Kentucky",0.96451998,1.05795,0.032499999,-0.14961
21079,"Garrard, Kentucky",0.98139,1.0602,0.064920001,-0.15561999
21081,"Grant, Kentucky",1.04001,1.11649,0.046250001,-0.13802999
21083,"Graves, Kentucky",1.0485801,1.14905,0.077019997,-0.20563
21085,"Grayson, Kentucky",0.93911999,0.98683,0.00252,-0.17603
21087,"Green, Kentucky",0.94976002,1.01073,0.01213,-0.17546
21089,"Greenup, Kentucky",1.07794,1.1303,0.01207,-0.15643001
21091,"Hancock, Kentucky",1.07939,1.12444,-0.026939999,-0.15065999
21093,"Hardin, Kentucky",1.00363,1.09242,0.061519999,-0.14721
21095,"Harlan, Kentucky",0.50169998,0.58644998,0.02273,-0.15944999
21097,"Harrison, Kentucky",1.15698,1.18805,0.074450001,-0.14577
21099,"Hart, Kentucky",0.93316001,0.99851,0.0539,-0.13616
21101,"Henderson, Kentucky",0.94683999,1.01665,0.13553999,-0.18231
21103,"Henry, Kentucky",1.0584,1.16611,0.078220002,-0.15413
21105,"Hickman, Kentucky",1.02762,1.10534,0.055070002,-0.18171
21107,"Hopkins, Kentucky",0.95547998,1.02574,0.069679998,-0.17524999
21109,"Jackson, Kentucky",0.81164998,0.87281001,0.033240002,-0.18952
21111,"Jefferson, Kentucky",0.88371003,1.2959599,0.053550001,-0.14371
21113,"Jessamine, Kentucky",1.0377899,1.2174,0.11909,-0.16677999
21115,"Johnson, Kentucky",0.90043998,0.94976002,0.02238,-0.18071
21117,"Kenton, Kentucky",1.0375,1.31565,0.11053,-0.14753
21119,"Knott, Kentucky",0.66579998,0.75019997,0.052620001,-0.20105
21121,"Knox, Kentucky",0.81081003,0.87405998,0.044819999,-0.15695
21123,"Larue, Kentucky",0.95798999,1.02481,0.00457,-0.19491
21125,"Laurel, Kentucky",0.81118,0.88710999,0.00025,-0.21723001
21127,"Lawrence, Kentucky",0.74011999,0.80172998,-0.015930001,-0.24216001
21129,"Lee, Kentucky",0.74031001,0.82582003,0.0348,-0.19121
21131,"Leslie, Kentucky",0.65341997,0.69464999,-0.02441,-0.19213
21133,"Letcher, Kentucky",0.69410998,0.76143003,0.024,-0.17547999
21135,"Lewis, Kentucky",0.87588,0.91991001,0.02761,-0.17901
21137,"Lincoln, Kentucky",0.92330998,0.99303001,0.04623,-0.18204001
21139,"Livingston, Kentucky",1.0534199,1.13477,0.054680001,-0.15854999
21141,"Logan, Kentucky",0.96196002,1.05733,0.039500002,-0.19009
21143,"Lyon, Kentucky",1.02755,1.1315399,0.01822,-0.16174001
21145,"McCracken, Kentucky",1.0547,1.17179,0.082680002,-0.18662
21147,"McCreary, Kentucky",0.50841999,0.57584,0.06397,-0.086570002
21149,"McLean, Kentucky",1.0792201,1.1286401,0.059730001,-0.13201
21151,"Madison, Kentucky",1.0332201,1.13376,0.06837,-0.18397
21153,"Magoffin, Kentucky",0.86681998,0.89596999,-0.0039,-0.16421001
21155,"Marion, Kentucky",0.98944998,1.04654,0.05333,-0.14069
21157,"Marshall, Kentucky",1.2211699,1.27984,0.060230002,-0.14929999
21159,"Martin, Kentucky",0.73026001,0.78877997,0.02032,-0.16348
21161,"Mason, Kentucky",1.07534,1.11528,0.05525,-0.15350001
21163,"Meade, Kentucky",1.1429,1.17768,0.039760001,-0.14202
21165,"Menifee, Kentucky",0.92761999,0.98650002,0.049229998,-0.11756
21167,"Mercer, Kentucky",1.13166,1.18376,0.064900003,-0.12019
21169,"Metcalfe, Kentucky",0.90257001,0.96332002,0.023630001,-0.12714
21171,"Monroe, Kentucky",0.84158999,0.94059998,-0.00173,-0.21212
21173,"Montgomery, Kentucky",0.94654,1.01007,0.060380001,-0.19336
21175,"Morgan, Kentucky",0.88181001,0.94555998,-0.01001,-0.22758999
21177,"Muhlenberg, Kentucky",1.00641,1.05205,0.058290001,-0.16536
21179,"Nelson, Kentucky",1.19175,1.22909,0.050280001,-0.13349999
21181,"Nicholas, Kentucky",0.93728,0.99039,0.046270002,-0.17772
21183,"Ohio, Kentucky",0.97035998,1.02692,0.034309998,-0.14030001
21185,"Oldham, Kentucky",1.27639,1.39003,0.061700001,-0.15975
21187,"Owen, Kentucky",0.97918999,1.03539,0.036600001,-0.21201999
21189,"Owsley, Kentucky",0.7863,0.82849002,-0.03125,-0.16259
21191,"Pendleton, Kentucky",1.08456,1.1502301,0.05266,-0.10475
21193,"Perry, Kentucky",0.71700001,0.77745998,0.0222,-0.18314999
21195,"Pike, Kentucky",0.77569997,0.87880999,0.023539999,-0.18809
21197,"Powell, Kentucky",0.89411998,0.93413001,0.059470002,-0.13995001
21199,"Pulaski, Kentucky",0.87238002,0.96170002,0.063419998,-0.20101
21201,"Robertson, Kentucky",,,,
21203,"Rockcastle, Kentucky",0.83223999,0.88937002,0.01074,-0.21471
21205,"Rowan, Kentucky",0.94896001,1.0410399,0.044539999,-0.18844
21207,"Russell, Kentucky",0.87805998,0.9386,0.067050003,-0.19427
21209,"Scott, Kentucky",1.09242,1.19312,0.089670002,-0.18113001
